switch,arsenic,dist,assoc,educ
1,2.38,3.252000093,1,14
0,1.53,3.252000093,1,5
1,2.72,3.252000093,1,8
1,3.84,3.252000093,0,0
0,0.92,3.252000093,1,5
0,0.64,3.252000093,1,0
0,0.56,13.66699982,1,3
1,0.56,21.17399979,1,0
0,3.55,12.77900028,0,0
0,0.55,50.36600113,1,0
1,0.58,29.49900055,1,0
0,0.57,34.30899811,0,0
0,0.53,4.875,1,0
1,0.64,15.79100037,0,0
0,0.56,16.13500023,1,0
0,0.71,7.178999901,1,0
0,0.75,20.20400047,0,0
0,0.69,21.26399994,0,5
0,0.82,32.79700089,1,4
0,0.93,27.95100021,0,3
0,0.52,33.57799911,1,0
1,0.57,14.80500031,0,3
0,0.69,11.19499969,0,0
0,0.51,10.20400047,0,5
1,0.82,21.14999962,1,4
1,0.7,15.82800007,0,5
1,0.96,8.567000389,1,12
1,0.53,14.77099991,1,5
0,0.72,38.84000015,1,5
0,0.68,33.20800018,1,5
0,0.81,7.532000065,1,5
0,0.7,38.72800064,1,12
1,1.04,4.122000217,1,3
1,2.72,24.43199921,1,6
1,1.24,24.35899925,1,4
1,0.6,8.196000099,0,3
1,0.71,3.907999992,1,2
0,2.66,9.005999565,0,5
1,1.5,22.22100067,1,2
1,1.83,18.3390007,1,2
1,0.51,14.14000034,1,5
0,0.95,19.39699936,1,12
0,0.61,25.00799942,1,3
0,1.13,32.1269989,1,4
1,3.26,18.41600037,0,4
1,1.17,16.63699913,1,4
1,0.68,22.95499992,1,3
1,0.52,15.29500008,1,4
1,0.66,23.36400032,0,5
0,0.51,47.02600098,0,5
0,1.21,36.10800171,0,4
0,0.59,86.97899628,0,4
1,0.99,38.90399933,0,0
1,0.66,19.3239994,1,9
0,0.51,1.646000028,1,12
1,1.15,18.59300041,1,0
0,0.68,20.0510006,1,5
0,0.53,11.82999992,1,12
0,0.63,33.30400085,1,5
1,2.05,8.020999908,1,5
0,0.73,19.81599998,0,0
0,0.91,21.26799965,1,4
0,0.82,17.49200058,1,5
0,0.67,29.7140007,1,4
1,0.85,25.7859993,0,3
0,0.81,23.89500046,0,4
0,0.59,11.58100033,1,5
0,0.65,26.85000038,1,9
0,0.53,13.57800007,1,14
0,0.58,25.70000076,1,10
0,0.56,12.06999969,1,10
0,0.95,7.693999767,0,8
0,0.61,22.15500069,0,8
0,0.72,8.828000069,0,9
1,0.7,19.6439991,1,12
0,0.58,36.39300156,0,9
0,1.03,39.05899811,1,8
1,0.67,51.89099884,0,0
1,0.57,30.55200005,0,8
0,0.85,34.30500031,1,6
1,0.72,40.39300156,1,8
1,0.78,16.81299973,1,8
0,0.52,26.19799995,0,10
0,0.54,11.69999981,1,5
0,0.61,51.4659996,1,4
1,1.1,131.7709961,1,12
1,1.07,119.1589966,1,12
1,0.65,128.7859955,0,12
1,1.25,101.0179977,1,10
1,1.19,99.91400146,1,12
0,1.21,90.45800018,1,5
1,0.76,79.19599915,1,12
0,0.9,65.95999908,0,8
1,1.15,80.89399719,1,12
0,0.58,50.52999878,0,4
1,2.95,24.02499962,1,0
1,2.71,81.98300171,0,3
0,0.96,71.08100128,1,8
1,2.34,83.43499756,0,8
1,2.37,84.3030014,0,7
1,1.34,8.513999939,0,12
1,3.16,122.8550034,0,3
0,1.4,23.06999969,1,5
1,3.18,114.6589966,0,8
0,2.95,126.3190002,0,0
0,3.27,136.2100067,1,0
0,1.93,155.4199982,0,5
0,2.86,178.7559967,1,5
0,2.28,58.64799881,1,8
1,2.07,13.875,1,5
1,3.5,25.88299942,1,5
1,4.54,30.68099976,0,5
1,3.92,36.06299973,1,8
1,1.65,28.18400002,1,7
1,2.07,47.83100128,1,0
1,2.97,25.79999924,0,12
1,3.91,49.14799881,1,9
1,3.29,48.20999908,1,4
1,2.61,35.50299835,0,0
1,2.63,38.41199875,0,3
1,1.54,66.30200195,1,5
1,2.61,54.68399811,1,5
1,0.9,18.0189991,1,8
1,2.44,44.15399933,1,2
1,2.72,47.41400146,1,6
1,3.86,33.42499924,0,4
1,1.26,55.57699966,1,12
1,3.98,33.11600113,1,8
1,2.22,11.44900036,1,6
0,2.28,28.73900032,1,7
1,1.62,23.23500061,1,12
1,1.08,27.10000038,1,12
1,1.78,23.83399963,1,12
1,0.6,25.66900063,1,12
1,0.63,14.16600037,1,8
1,2.1,28.47999954,1,12
1,2.06,16.96500015,1,8
1,2.98,25.61300087,1,0
1,2.12,35.88999939,0,14
1,1.71,13.29899979,0,8
1,2.44,25.65999985,1,8
1,2.59,29.02199936,0,6
0,1.92,31.62999916,1,5
1,1.92,23.94499969,0,5
1,0.83,55.83200073,1,5
1,1.76,50.45000076,1,5
1,1.84,57.43600082,1,4
1,2.14,89.26699829,1,0
1,2.48,122.836998,1,0
0,1.7,144.6349945,1,5
1,3.33,166.2940063,0,0
0,1.78,157.2400055,0,5
1,2.15,151.1390076,1,0
1,1.36,157.9329987,1,9
1,1.95,165.9980011,1,8
1,4.42,188.102005,1,5
1,1.39,174.5149994,1,10
1,0.62,65.69999695,0,12
1,1.63,61.125,0,12
0,0.86,25.24699974,0,12
0,0.92,2.239000082,0,10
0,0.51,25.53800011,1,8
0,1.96,9.402000427,1,12
0,0.91,27.19400024,1,12
1,0.6,25.90399933,1,12
1,0.73,18.01499939,1,10
1,0.63,9.06099987,1,4
0,3.47,30.51000023,0,12
1,1.19,51.27399826,1,3
1,1.31,35.89199829,1,6
1,0.9,42.54999924,1,5
1,2.39,30.11599922,0,12
1,2.31,27.86000061,0,12
1,1.21,45.51399994,1,10
1,1.06,42.5359993,0,4
1,2.17,48.60400009,0,8
1,1.82,43.73199844,0,12
1,1.51,31.0890007,1,8
1,1.6,35.3429985,0,9
1,0.85,32.10100174,0,8
1,1.44,30.44499969,0,4
1,1.64,43.07699966,1,10
1,0.68,28.36700058,0,8
1,1.68,28.74200058,1,5
1,1.64,23.13100052,1,9
1,0.71,15.00500011,0,7
1,1.31,45.06499863,1,0
1,1.15,51.625,0,2
1,1.03,8.55300045,1,8
1,2.25,8.717000008,1,8
1,1.42,4.646999836,0,5
0,0.62,20.06399918,1,4
1,3.04,18.21699905,0,5
1,1.39,32.40399933,0,5
0,0.52,48.39099884,0,5
0,1.07,23.64800072,0,5
0,0.53,44.58399963,0,10
1,0.87,21.96100044,1,5
0,1.22,21.96100044,1,5
0,0.91,14.00300026,1,5
0,0.65,34.49399948,1,12
0,2.19,67.23999786,1,15
0,2.45,70.53800201,1,15
1,1.71,91.98300171,1,14
1,2.89,35.57899857,1,5
1,2.73,35.57899857,1,10
1,1.55,4.414000034,1,0
1,1.28,71.40799713,0,3
1,1.34,75.23300171,1,8
1,2.01,95.18099976,0,9
0,2.29,102.1139984,0,6
0,2.59,114.4869995,1,5
1,3.34,113.7269974,0,16
1,2.76,123.7949982,0,8
1,2.51,113.4240036,1,6
1,2.42,143.0709991,0,0
0,3.51,152.5189972,0,5
1,3.19,142.8690033,0,6
1,2.58,134.6000061,0,8
1,2.18,126.9420013,1,5
1,4.51,118.8160019,0,0
1,3.29,110.6999969,0,5
1,3.31,89.19000244,0,5
0,2.98,79.67500305,1,8
1,1.07,132.9459991,1,6
0,2.63,125.5240021,0,5
0,1.29,115.3889999,0,5
1,3.38,99.02100372,1,6
1,0.83,117.0100021,1,5
1,2.56,75.60600281,1,5
0,0.56,69.78299713,0,9
0,1.59,52.18199921,0,5
0,2.87,134.098999,1,9
0,1.11,95.46700287,1,8
0,1.09,64.9980011,0,8
0,2.89,43.59799957,1,5
0,0.67,33.70899963,1,4
0,1.08,20.00900078,1,0
0,1.71,22.62000084,1,5
0,2.83,106.4889984,0,0
1,2.59,137.8159943,0,5
1,2.2,155.5079956,0,12
1,2.04,152.1609955,0,12
0,1.78,202.1340027,0,0
0,1.94,170.4279938,0,4
0,1.36,120.7639999,1,5
1,3.25,131.1790009,0,4
0,1.38,72.35900116,0,4
1,1.51,50.58300018,1,4
0,0.84,75.3690033,0,8
0,0.98,79.36000061,0,5
0,0.9,93.58599854,1,5
0,1.32,80.18399811,1,6
0,1.59,82.67099762,1,5
0,3.07,70.77799988,0,10
0,0.85,34.50999832,0,10
0,1.29,56.73400116,1,5
0,2.53,49.62099838,0,5
0,1.53,73.90499878,1,0
0,1.75,68.78099823,1,0
0,1.11,52.92900085,1,5
1,3.27,134.875,1,0
0,2.43,150.1929932,1,2
0,1.57,138.0240021,0,5
0,2.22,119.6529999,1,5
0,2.95,112.5770035,1,0
0,1.59,17.41799927,0,0
0,2.54,28.71299934,1,5
0,1.06,38.22399902,1,5
1,0.79,39.67599869,0,0
1,2.41,13.26599979,1,0
0,1.23,19.0909996,1,0
0,1.79,19.74399948,1,0
0,2.56,77.43900299,1,4
1,2.6,132.3699951,1,0
0,3.01,67.0739975,1,0
0,2.88,38.85200119,1,5
0,2.7,16.78100014,0,5
0,3.66,28.76300049,1,0
0,0.93,14.24300003,1,6
0,1.17,32.95600128,1,5
0,4.46,38.95399857,1,5
0,2.11,67.38400269,1,5
0,3.17,82.80200195,1,0
0,3.65,104.2320023,1,5
0,1.8,54.15299988,1,5
0,5.6,53.21300125,1,0
0,4.18,31.66500092,1,5
1,4.78,45.94400024,0,5
1,4.07,37.38600159,0,5
1,4.74,14.62699986,0,5
1,4.81,27.60099983,0,10
1,4.65,35.88399887,1,10
1,1.53,52.19200134,0,5
1,2.7,31.62100029,0,5
1,3.89,82.38200378,1,0
0,3.44,97.40299988,0,5
0,2.74,124.0500031,1,0
0,3.21,126.8000031,1,5
1,3.17,117.8990021,1,5
0,1.29,115.0130005,1,5
0,5.81,9.371999741,1,0
1,4.83,50.59700012,1,5
1,4.48,17.33200073,1,5
1,4.2,32.42499924,1,0
1,1.93,62.19499969,1,5
1,0.83,108.3499985,1,5
1,3.86,67.11699677,1,0
1,4.39,66.4980011,1,5
1,3.57,52.79199982,1,5
0,3.32,72.09799957,1,5
1,3.07,92.98899841,1,5
1,4.07,72.37799835,1,5
1,3.63,111.5930023,1,10
1,3.39,112.913002,1,5
1,2.61,84.70400238,0,5
1,1.29,67.78800201,1,5
1,1.97,96.79699707,1,5
1,3.31,81.51499939,1,12
1,3.68,94.63899994,1,12
1,4.05,96.48200226,0,10
0,3.23,75.11299896,1,0
1,4.64,57.2120018,0,5
1,4.51,50.25600052,0,5
0,1.32,31.10000038,0,12
1,0.71,18.03700066,0,10
1,1.18,12.02200031,1,10
0,0.58,22.86499977,1,5
1,1.44,38.38999939,1,0
1,0.56,19.26000023,0,5
1,0.99,21.37299919,1,0
0,1.48,7.857999802,1,5
0,1.46,35.16400146,1,0
1,1.62,63.00600052,1,5
0,1.72,72.22499847,1,0
0,1.32,74.66000366,1,5
0,1,58.39699936,1,5
1,0.74,50.81800079,1,5
1,1.07,41.39099884,0,5
1,1.1,39.54600143,1,0
1,0.61,30.58200073,1,5
1,0.93,25.72800064,1,0
1,1.3,26.60499954,1,5
1,0.7,16.57900047,1,5
0,1.27,19.05400085,1,0
1,0.64,10.58100033,1,5
0,0.64,19.57799911,0,5
1,0.73,10.93900013,0,12
0,0.54,9.423000336,1,5
1,0.61,18.93700027,1,5
1,0.86,23.80200005,1,5
0,1.05,15.71000004,1,8
1,1.23,32.9980011,1,10
0,0.67,32.19900131,0,12
1,0.66,102.0559998,1,4
0,0.57,12.85000038,1,5
0,0.55,21.90200043,1,5
1,2.34,41.33399963,0,0
1,1.31,42.31000137,1,5
1,0.87,39.51100159,0,9
1,0.71,16.63299942,0,0
1,0.66,24.9489994,0,0
0,1.47,42.09000015,0,0
0,0.88,48.92699814,0,0
1,0.86,14.52200031,0,10
1,0.82,49.64500046,1,12
0,0.69,56.8219986,1,5
0,0.61,15.60099983,0,8
0,1.01,43.02700043,1,0
1,1.5,43.50799942,1,5
1,1.19,78.72100067,1,5
1,1.56,52.73400116,1,5
1,1.39,48.55799866,0,5
1,0.64,21.8920002,1,10
1,0.6,24.06599998,1,0
1,0.82,26.4260006,1,10
1,1.19,56.62400055,0,5
